RNA	protein	label
ENSMUST00000153106	Q09XV5	1
ENSMUST00000190685	Q8VBX6	0
ENSMUST00000154810	Q01705	1
ENSMUST00000193609	Q9JKK8	0
ENSMUST00000217423	C8YR32	0
ENSMUST00000197639	Q09XV5	1
ENSMUST00000127936	Q61687	1
ENSMUST00000162911	Q9WU42-2	0
ENSMUST00000220339	E9PWB6	0
ENSMUST00000198548	P11881	0
ENSMUST00000197775	Q8VBX6	0
ENSMUST00000129343	B2RWS6	1
ENSMUST00000227308	P60330	0
ENSMUST00000188909	Q09XV5	1
ENSMUST00000148534	Q99246-3	0
ENSMUST00000031305	B2RWS6	1
ENSMUST00000194331	Q6V4S5	0
ENSMUST00000181765	A2AIR7	0
ENSMUST00000186374	A0A0N4SVX9	0
ENSMUST00000197721	H9KV00	0
ENSMUST00000181214	E9Q4F7	0
ENSMUST00000216531	A0A140T8W1	0
ENSMUST00000161394	P45481	1
ENSMUST00000101077	Q01705	1
ENSMUST00000225757	Q99MY8	0
ENSMUST00000223992	P45481	0
ENSMUST00000206950	B2RWS6	1
ENSMUST00000197569	E9Q7P2	0
ENSMUST00000212310	Q9WU42-2	0
ENSMUST00000163781	Q09XV5	1
ENSMUST00000191045	B2RWS6	1
ENSMUST00000189441	Q09XV5	1
ENSMUST00000191737	B2RWS6	1
ENSMUST00000208849	Q01705	1
ENSMUST00000187677	Q01705	1
ENSMUST00000203456	Q5SS00	0
ENSMUST00000181106	P45481	1
ENSMUST00000093873	A0A087WPR7	0
ENSMUST00000187378	E9Q8T1	0
ENSMUST00000139065	B2RWS6	1
ENSMUST00000198856	Q09XV5	1
ENSMUST00000155610	Q8C8R3-2	0
ENSMUST00000234495	E9QAQ8	0
ENSMUST00000199761	A0A087WPR7	0
ENSMUST00000160626	Q09XV5	1
ENSMUST00000192348	Q09XV5	0
ENSMUST00000236704	A0A1Y7VKR5	0
ENSMUST00000142962	B2RWS6	1
ENSMUST00000195819	B2RWS6	1
ENSMUST00000146744	B2RWS6	1
ENSMUST00000198548	B2RWS6	1
ENSMUST00000208431	B2RWS6	1
ENSMUST00000200120	B2RWS6	1
ENSMUST00000141741	Q09XV5	1
ENSMUST00000186372	E9QPR7	0
ENSMUST00000135378	P45481	1
ENSMUST00000197612	B2RWS6	1
ENSMUST00000234040	Q70FJ1-3	0
ENSMUST00000180958	Q01705	1
ENSMUST00000188743	P45481	1
ENSMUST00000198863	E9Q411	0
ENSMUST00000133648	B2RWS6	1
ENSMUST00000194198	E9QKK1	0
ENSMUST00000221358	Q5RIM6	0
ENSMUST00000186251	Q3UHR0	0
ENSMUST00000150694	B2RWS6	1
ENSMUST00000141819	B2RWS6	1
ENSMUST00000097827	J3QNP0	0
ENSMUST00000227321	Q8C8R3-2	0
ENSMUST00000181842	Q01705	1
ENSMUST00000181269	Q09XV5	1
ENSMUST00000180763	B2RWS6	1
ENSMUST00000211539	A3KFM7-2	0
ENSMUST00000207140	P45481	1
ENSMUST00000206950	A2AJK6	1
ENSMUST00000155952	D3Z3A8	0
ENSMUST00000169881	P45481	1
ENSMUST00000151188	B2RWS6	1
ENSMUST00000141452	B2RWS6	1
ENSMUST00000192999	A0A0G2JDZ9	0
ENSMUST00000130837	Q8VBX6	0
ENSMUST00000234954	Q0KL02-3	0
ENSMUST00000181126	Q09XV5	1
ENSMUST00000125071	B2RWS6	1
ENSMUST00000209224	P60330	0
ENSMUST00000206043	B2RWS6	1
ENSMUST00000180778	Q09XV5	1
ENSMUST00000204868	A2ADB0	0
ENSMUST00000151040	Q01705	1
ENSMUST00000124676	Q01705	1
ENSMUST00000212304	B2RWS6	1
ENSMUST00000196019	B2RWS6	1
ENSMUST00000180586	P45481	1
ENSMUST00000222887	Q60841	0
ENSMUST00000204397	Q09XV5	1
ENSMUST00000182345	B2RWS6	1
ENSMUST00000163245	Q09XV5	1
ENSMUST00000181680	Q09XV5	1
ENSMUST00000048606	A2AIR7	0
ENSMUST00000233879	A0A087WPR7	0
ENSMUST00000140826	B2RWS6	1
ENSMUST00000180981	Q01705	1
ENSMUST00000191641	Q70FJ1-3	0
ENSMUST00000141846	Q61982	0
ENSMUST00000200427	Q3UHQ6	0
ENSMUST00000192614	Q99246-3	0
ENSMUST00000181852	B2RWS6	1
ENSMUST00000138298	B2RWS6	1
ENSMUST00000187387	A2AJX4	0
ENSMUST00000201542	Q6V4S5	0
ENSMUST00000144339	B2RWS6	1
ENSMUST00000195308	Q811P8	0
ENSMUST00000180842	P45481	1
ENSMUST00000097750	B2RWS6	1
ENSMUST00000181526	Q9WTS5	0
ENSMUST00000205146	A2ADB0	0
ENSMUST00000210953	E9QPR7	0
ENSMUST00000124848	Q01705	1
ENSMUST00000129343	Q09XV5	1
ENSMUST00000197865	B2RWS6	1
ENSMUST00000194686	Q5SUG2	0
ENSMUST00000133391	Q09XV5	1
ENSMUST00000180780	B2RWS6	1
ENSMUST00000209012	B2RWS6	1
ENSMUST00000153937	Q6ZQ93-3	0
ENSMUST00000161394	B2RWS6	1
ENSMUST00000208972	B2RWS6	1
ENSMUST00000129578	E9QKK1	0
ENSMUST00000128165	Q09XV5	1
ENSMUST00000209774	Q01705	1
ENSMUST00000128996	Q01705	1
ENSMUST00000225307	A0A1L1SUH6	0
ENSMUST00000181552	Q01705	1
ENSMUST00000199289	Q09XV5	1
ENSMUST00000161394	Q09XV5	1
ENSMUST00000187560	J3QNP0	0
ENSMUST00000203063	Q91ZI0	0
ENSMUST00000191895	Q01705	1
ENSMUST00000138390	Q80T79	0
ENSMUST00000180429	E9Q5W5	0
ENSMUST00000181311	Q09XV5	1
ENSMUST00000142044	B2RWS6	1
ENSMUST00000195308	Q09XV5	1
ENSMUST00000146576	B2RWS6	1
ENSMUST00000198863	B7FAU9	0
ENSMUST00000213132	C8YR32	0
ENSMUST00000220739	Q61315	0
ENSMUST00000101522	Q5RIM6	0
ENSMUST00000144926	Q09XV5	1
ENSMUST00000156345	E9Q202	0
ENSMUST00000181299	E9Q447	0
ENSMUST00000207572	Q01705	1
ENSMUST00000217654	Q3UH66-7	0
ENSMUST00000141741	P45481	1
ENSMUST00000197163	F6RXI4	0
ENSMUST00000138295	Q70FJ1-3	0
ENSMUST00000155332	Q01705	1
ENSMUST00000194826	A2AJK6	1
ENSMUST00000192592	Q3UHL6	0
ENSMUST00000211857	Q8C6S9	0
ENSMUST00000198850	Q5DU37	0
ENSMUST00000189429	Q61315	0
ENSMUST00000198564	Q09XV5	1
ENSMUST00000180796	F6RXI4	0
ENSMUST00000181436	Q09XV5	1
ENSMUST00000218381	B7FAU9	0
ENSMUST00000194809	B2RWS6	1
ENSMUST00000181289	B2RWS6	1
ENSMUST00000193009	E9Q7G0	0
ENSMUST00000195137	Q09XV5	1
ENSMUST00000180738	Q09XV5	1
ENSMUST00000069741	E9Q1M6	0
ENSMUST00000201161	H7BWZ9	0
ENSMUST00000197115	B2RWS6	1
ENSMUST00000181160	Q8C6S9	0
ENSMUST00000181582	Q6ZQ93-2	0
ENSMUST00000203251	B7ZCD1	0
ENSMUST00000196033	B2RWS6	1
ENSMUST00000195147	B2RWS6	1
ENSMUST00000137830	F6RXI4	0
ENSMUST00000151220	Q6RT24	0
ENSMUST00000231456	P11881	0
ENSMUST00000181160	G3X8Q1	0
ENSMUST00000194883	B2RWS6	1
ENSMUST00000215220	A0A0G2JDZ9	0
ENSMUST00000131147	B2RWS6	1
ENSMUST00000020222	Q5SUG2	0
ENSMUST00000165680	H9KV15	0
ENSMUST00000186596	Q99NH0	0
ENSMUST00000144926	B2RWS6	1
ENSMUST00000181774	A0A0N4SVX9	0
ENSMUST00000195297	Q09XV5	1
ENSMUST00000125355	B2RWS6	1
ENSMUST00000198850	B2RWS6	1
ENSMUST00000053559	Q70FJ1-3	0
ENSMUST00000234784	Q8BL99-5	0
ENSMUST00000202139	V9GX91	0
ENSMUST00000213446	Q8K4L3	0
ENSMUST00000231396	Q09XV5	0
ENSMUST00000212669	F8VPM9	0
ENSMUST00000181912	E9QL53	0
ENSMUST00000195487	B2RWS6	1
ENSMUST00000192244	B2RWS6	1
ENSMUST00000194155	P45481	1
ENSMUST00000207061	E9Q202	0
ENSMUST00000184787	P45481	1
ENSMUST00000180404	Q09XV5	1
ENSMUST00000156350	A0A1D5RLU3	0
ENSMUST00000193192	B2RWS6	1
ENSMUST00000194286	Q9QX47-3	0
ENSMUST00000199414	Q3UH66-7	0
ENSMUST00000190989	F8VPM9	0
ENSMUST00000155508	A3KGI3	0
ENSMUST00000200017	Q01705	1
ENSMUST00000138303	Q8BQM9-2	0
ENSMUST00000191700	B7FAV1	0
ENSMUST00000205493	Q01705	1
ENSMUST00000203510	B2RWS6	1
ENSMUST00000194998	Q69ZR2	0
ENSMUST00000138303	P11881-2	0
ENSMUST00000226490	Q9ESE1-2	0
ENSMUST00000206433	Q09XV5	1
ENSMUST00000207232	B2RWS6	1
ENSMUST00000198056	Q9ESD7	0
ENSMUST00000233925	A2AF47	0
ENSMUST00000194664	Q99MY8	0
ENSMUST00000161395	Q09XV5	1
ENSMUST00000181876	Q61687	1
ENSMUST00000062667	Q5SS00	0
ENSMUST00000194702	Q70FJ1	0
ENSMUST00000191427	Q09XV5	1
ENSMUST00000145562	E9Q1M6	0
ENSMUST00000194661	Q70FJ1	0
ENSMUST00000135153	E9Q4F7	0
ENSMUST00000231054	Q99NH0	0
ENSMUST00000189230	B2RWS6	1
ENSMUST00000142871	Q6RT24	0
ENSMUST00000181546	P45481	1
ENSMUST00000181395	Q811P8	0
ENSMUST00000194154	Q01705	1
ENSMUST00000181927	Q99MY8	0
ENSMUST00000181842	B2RWS6	1
ENSMUST00000205859	P11881	0
ENSMUST00000225867	P45481	0
ENSMUST00000182077	A0A087WNL7	0
ENSMUST00000211468	A0A1D5RLV7	0
ENSMUST00000190229	A3KFM7-2	0
ENSMUST00000198417	B2RWS6	1
ENSMUST00000188984	B2RWS6	1
ENSMUST00000137673	B2RWS6	1
ENSMUST00000181272	Q8CIZ8	0
ENSMUST00000193540	Q01705	1
ENSMUST00000207232	Q01705	1
ENSMUST00000222138	E9QL53	0
ENSMUST00000210076	P42859	0
ENSMUST00000199941	G3X8Q1	0
ENSMUST00000188678	Q0KL02-3	0
ENSMUST00000191984	V9GX23	0
ENSMUST00000229365	Q70FJ1-3	0
ENSMUST00000100426	P45481	1
ENSMUST00000161362	B2RWS6	1
ENSMUST00000181160	Q01705	1
ENSMUST00000223001	B7FAV1	0
ENSMUST00000180696	E9Q5W5	0
ENSMUST00000156350	B2RWS6	1
ENSMUST00000201161	E9Q526	0
ENSMUST00000181772	V9GX91	0
ENSMUST00000151040	Q09XV5	1
ENSMUST00000156095	P45481	1
ENSMUST00000195416	Q60841	0
ENSMUST00000201648	B2RWS6	1
ENSMUST00000142815	B2RWS6	1
ENSMUST00000233218	A2AJX4	0
ENSMUST00000188595	Q09XV5	0
ENSMUST00000071101	P45481	1
ENSMUST00000180970	B2RWS6	1
ENSMUST00000217391	B7ZCD1	0
ENSMUST00000196026	C8YR32	0
ENSMUST00000127564	Q09XV5	1
ENSMUST00000225567	Q62407-4	0
ENSMUST00000181655	E9Q1M6	0
ENSMUST00000035939	Q80T79	0
ENSMUST00000181126	B2RWS6	1
ENSMUST00000194826	Q01705	1
ENSMUST00000148318	A2AJK6	1
ENSMUST00000209026	A2AGH6	0
ENSMUST00000181066	Q01705	1
ENSMUST00000207191	Q9ESD7	0
ENSMUST00000156350	Q0KL02-3	0
ENSMUST00000192571	B2RWS6	1
ENSMUST00000187172	Q01705	1
ENSMUST00000207705	E9QAQ8	0
ENSMUST00000205859	Q03172	0
ENSMUST00000199168	P97499	0
ENSMUST00000200367	A2AJK6	1
ENSMUST00000222753	Q69Z23-2	0
ENSMUST00000194683	Q8BZN6-2	0
ENSMUST00000206358	Q61687	1
ENSMUST00000197115	P45481	1
ENSMUST00000091270	B2RWS6	1
ENSMUST00000188966	B2RWS6	1
ENSMUST00000195343	Q01705	1
ENSMUST00000227034	E9QL53	0
ENSMUST00000197053	Q9QYC1	0
ENSMUST00000195343	Q9ESD7	0
ENSMUST00000211689	A2AF47	0
ENSMUST00000217771	Q80T79-1	0
ENSMUST00000155812	B2RWS6	1
ENSMUST00000178987	Q01705	1
ENSMUST00000194274	Q01705	1
ENSMUST00000194744	Q91ZI0	0
ENSMUST00000187897	Q09XV5	1
ENSMUST00000201635	S4R2F3	0
ENSMUST00000191156	P45481	1
ENSMUST00000227898	E9PUM4	0
ENSMUST00000180509	A0A1D5RLV7	0
ENSMUST00000130373	Q09XV5	1
ENSMUST00000125305	Q62407-4	0
ENSMUST00000200925	Q09XV5	1
ENSMUST00000181404	B2RWS6	1
ENSMUST00000204868	Q69ZR2	0
ENSMUST00000181485	Q6RT24	0
ENSMUST00000209026	E9Q7G0	0
ENSMUST00000122926	B2RWS6	1
ENSMUST00000199945	E9Q526	0
ENSMUST00000129578	B2RWS6	1
ENSMUST00000208685	Q8C8R3-2	0
ENSMUST00000200820	A2AJK6	1
ENSMUST00000197932	B2RWS6	1
ENSMUST00000195837	Q6ZQ93-3	0
ENSMUST00000198767	Q09XV5	1
ENSMUST00000189150	B2RWS6	1
ENSMUST00000180797	A2AJK6	1
ENSMUST00000144922	B2RWS6	1
ENSMUST00000198992	Q09XV5	1
ENSMUST00000144006	Q6KCD5-2	0
ENSMUST00000182497	E9Q557	0
ENSMUST00000206433	Q01705	1
ENSMUST00000223248	E9PWB6	0
ENSMUST00000163627	B2RWS6	1
ENSMUST00000142962	Q09XV5	1
ENSMUST00000152384	Q01705	1
ENSMUST00000155812	Q09XV5	1
ENSMUST00000197090	A2AJK6	1
ENSMUST00000217802	Q09XV5	1
ENSMUST00000202983	Q9ESE1-2	0
ENSMUST00000196517	Q6KCD5-2	0
ENSMUST00000148892	E9PWX8	0
ENSMUST00000181100	Q09XV5	1
ENSMUST00000135378	A3KFM7-2	0
ENSMUST00000185694	P41233	0
ENSMUST00000205509	P45481	1
ENSMUST00000197831	E9QKK1	0
ENSMUST00000209286	V9GX91	0
ENSMUST00000199414	B1AWL2	0
ENSMUST00000226350	Q61315	0
ENSMUST00000229453	Q5RIM6	0
ENSMUST00000195820	Q09XV5	1
ENSMUST00000230701	Q6RT24	0
ENSMUST00000153347	P45481	1
ENSMUST00000162121	A2AJK6	1
ENSMUST00000193663	Q8VBX6	0
ENSMUST00000214047	Q6GYP7-2	0
ENSMUST00000143755	P45481	1
ENSMUST00000152669	Q61315	0
ENSMUST00000163627	Q01705	1
ENSMUST00000180382	Q3TLH4	0
ENSMUST00000146576	Q9ESD7-2	0
ENSMUST00000127936	Q09XV5	1
ENSMUST00000128165	Q6GYP7-2	0
ENSMUST00000195771	B2RWS6	1
ENSMUST00000181655	P45481	1
ENSMUST00000190890	Q01705	1
ENSMUST00000193284	Q5SS00	0
ENSMUST00000223043	E9Q411	0
ENSMUST00000162724	Q01705	1
ENSMUST00000181958	B2RWS6	1
ENSMUST00000193309	E9PWB6	0
ENSMUST00000181802	B2RWS6	1
ENSMUST00000187777	P45481	1
ENSMUST00000195290	A2AF47	0
ENSMUST00000181877	Q01705	1
ENSMUST00000180404	Q01705	1
ENSMUST00000194758	E9Q447	0
ENSMUST00000193261	Q70FJ1-3	0
ENSMUST00000191182	A0A087WQT9	0
ENSMUST00000162615	B2RWS6	1
ENSMUST00000181688	E9Q202	0
ENSMUST00000062902	B2RWS6	1
ENSMUST00000141846	Q01705	1
ENSMUST00000218928	C8YR32	0
ENSMUST00000190663	E9Q7G0	0
ENSMUST00000181680	A3KFM7-2	0
ENSMUST00000202983	Q70FJ1-3	0
ENSMUST00000163627	E9Q557	0
ENSMUST00000150038	B2RWS6	1
ENSMUST00000098916	Q6DFZ2	0
ENSMUST00000197463	B2RWS6	1
ENSMUST00000204397	A2AJK6	1
ENSMUST00000214422	E9Q7G0	0
ENSMUST00000179676	B2RWS6	1
ENSMUST00000198636	Q69Z23-2	0
ENSMUST00000225021	Q3UHQ6	0
ENSMUST00000194223	Q01705	1
ENSMUST00000146654	B2RWS6	1
ENSMUST00000209918	E9Q7P2	0
ENSMUST00000138406	Q09XV5	1
ENSMUST00000188653	P19137	0
ENSMUST00000146576	Q01705	1
ENSMUST00000189514	B2RWS6	1
ENSMUST00000181331	Q3TLH4	0
ENSMUST00000181103	Q01705	1
ENSMUST00000209774	B2RWS6	1
ENSMUST00000199414	Q9JKK8	0
ENSMUST00000209181	Q5SS00	0
ENSMUST00000192966	B2RWS6	1
ENSMUST00000181592	A2AJK6	1
ENSMUST00000204451	P11881-2	0
ENSMUST00000181170	B2RWS6	1
ENSMUST00000181103	B2RWS6	1
ENSMUST00000180965	E9Q5W5	0
ENSMUST00000101355	O08523	0
ENSMUST00000181949	B2RWS6	1
ENSMUST00000211992	Q9ESD7	0
ENSMUST00000220915	Q8C6S9	0
ENSMUST00000129067	B2RWS6	1
ENSMUST00000147504	A2AIR7	0
ENSMUST00000141819	Q01705	1
ENSMUST00000170933	G3X973	0
ENSMUST00000193135	Q01705	1
ENSMUST00000197905	Q09XV5	1
ENSMUST00000180411	B2RWS6	1
ENSMUST00000190504	E9Q7G0	0
ENSMUST00000201403	Q9ESD7	0
ENSMUST00000141088	E9Q557	0
ENSMUST00000145042	Q09XV5	1
ENSMUST00000047876	B2RWS6	1
ENSMUST00000156882	A2AJK6	1
ENSMUST00000215220	Q9ESE1-2	0
ENSMUST00000195547	Q09XV5	1
ENSMUST00000205532	P45481	1
ENSMUST00000225230	A2ADB0	0
ENSMUST00000180842	Q09XV5	1
ENSMUST00000192924	O08523	0
ENSMUST00000204297	P45481	1
ENSMUST00000209836	Q01705	1
ENSMUST00000234983	E9Q7P2	0
ENSMUST00000194826	B2RWS6	1
ENSMUST00000180808	E9QL53	0
ENSMUST00000191156	B2RWS6	1
ENSMUST00000180546	Q01705	1
ENSMUST00000229108	A0A0G2JDZ9	0
ENSMUST00000233448	S4R2F3	0
ENSMUST00000191687	P60330	0
ENSMUST00000194286	E9PWX8	0
ENSMUST00000160979	E9Q7G0	0
ENSMUST00000220476	A0A087WPR7	0
ENSMUST00000221520	Q9ESE1-2	0
ENSMUST00000195193	B2RWS6	1
ENSMUST00000195992	A2AJK6	1
ENSMUST00000144818	Q09XV5	1
ENSMUST00000198853	V9GX23	0
ENSMUST00000193494	B2RWS6	1
ENSMUST00000197071	Q91V24	0
ENSMUST00000227544	H7BWZ9	0
ENSMUST00000196584	A2AGH6	0
ENSMUST00000137198	Q8BV79	0
ENSMUST00000195610	B2RWS6	1
ENSMUST00000141341	B2RWS6	1
ENSMUST00000201755	B2RWS6	1
ENSMUST00000181272	Q01705	1
ENSMUST00000177130	Q01705	1
ENSMUST00000187172	Q09XV5	1
ENSMUST00000189869	Q811P8	0
ENSMUST00000234784	A0A0G2JDZ9	0
ENSMUST00000219333	Q3UH66-7	0
ENSMUST00000161614	P45481	1
ENSMUST00000181552	B2RWS6	1
ENSMUST00000190663	B2RWS6	1
ENSMUST00000192432	Q0KL02-3	0
ENSMUST00000162545	B2RWS6	1
ENSMUST00000197976	Q8BL99-5	0
ENSMUST00000223133	Q8CIZ8	0
ENSMUST00000151998	B2RWS6	1
ENSMUST00000226656	A2ADB0	0
ENSMUST00000195543	E9Q7G0	0
ENSMUST00000138077	B2RWS6	1
ENSMUST00000209418	Q69ZR2	0
ENSMUST00000144870	A0A1D5RLU3	0
ENSMUST00000209418	B1AWL2	0
ENSMUST00000192085	Q6V4S5	0
ENSMUST00000187172	B2RWS6	1
ENSMUST00000135767	Q09XV5	1
ENSMUST00000238090	P19137	0
ENSMUST00000195546	Q9WU42-2	0
ENSMUST00000142678	B2RWS6	1
ENSMUST00000196665	P45481	1
ENSMUST00000136779	B2RWS6	1
ENSMUST00000197976	A2AUY4	0
ENSMUST00000048606	Q60841	0
ENSMUST00000137830	G3X8Q1	0
ENSMUST00000207366	Q69Z23-2	0
ENSMUST00000217743	A0A087WQT9	0
ENSMUST00000223133	Q69ZR2	0
ENSMUST00000176760	Q09XV5	1
ENSMUST00000180386	B2RWS6	1
ENSMUST00000101535	Q69Z23-2	0
ENSMUST00000206459	A2AIR7	0
ENSMUST00000149488	Q3UHR0	0
ENSMUST00000168625	B2RWS6	1
ENSMUST00000192105	Q01705	1
ENSMUST00000138390	E9Q8T1	0
ENSMUST00000199951	Q01705	1
ENSMUST00000194154	B2RWS6	1
ENSMUST00000207061	A0A0A0MQG2	0
ENSMUST00000150329	B2RWS6	1
ENSMUST00000197486	Q69ZR2	0
ENSMUST00000194021	J3QNP0	0
ENSMUST00000197309	B2RWS6	1
ENSMUST00000238080	E9QAQ8	0
ENSMUST00000151040	B2RWS6	1
ENSMUST00000208250	B2RWS6	1
ENSMUST00000192517	D3Z3A8	0
ENSMUST00000180690	P45481	1
ENSMUST00000064930	P41233	0
ENSMUST00000181327	Q09XV5	1
ENSMUST00000177421	B2RWS6	1
ENSMUST00000176742	Q01705	1
ENSMUST00000204822	P11881-2	0
ENSMUST00000187676	Q70FJ1-3	0
ENSMUST00000167777	Q8C8R3-2	0
ENSMUST00000200266	G3UX48	0
ENSMUST00000151391	Q09XV5	1
ENSMUST00000205941	P45481	1
ENSMUST00000185169	Q09XV5	1
ENSMUST00000194699	Q62504-3	0
ENSMUST00000213140	V9GX23	0
ENSMUST00000198687	Q09XV5	1
ENSMUST00000130584	B2RWS6	1
ENSMUST00000134436	P45481	1
ENSMUST00000195873	B2RWS6	1
ENSMUST00000227968	Q01705	1
ENSMUST00000191687	B7ZNJ5	0
ENSMUST00000134801	Q01705	1
ENSMUST00000144105	B2RWS6	1
ENSMUST00000149889	H7BWZ9	0
ENSMUST00000198021	B2RWS6	1
ENSMUST00000181193	B2RWS6	1
ENSMUST00000130837	B2RWS6	1
ENSMUST00000201757	B2RWS6	1
ENSMUST00000210582	B2RWS6	1
ENSMUST00000146744	E9QKK1	0
ENSMUST00000197569	A2AUY4	0
ENSMUST00000208140	E9Q5W5	0
ENSMUST00000210674	C8YR32	0
ENSMUST00000237929	Q99MY8	0
ENSMUST00000197976	B2RWS6	1
ENSMUST00000126212	Q09XV5	1
ENSMUST00000194541	P45481	1
ENSMUST00000199995	E9Q7P2	0
ENSMUST00000125902	Q09XV5	1
ENSMUST00000151220	A0A1L1SUH6	0
ENSMUST00000217287	Q5DU37	0
ENSMUST00000143429	Q01705	1
ENSMUST00000148504	B2RWS6	1
ENSMUST00000147681	B2RWS6	1
ENSMUST00000192285	P45481	1
ENSMUST00000131401	A2AJK6	1
ENSMUST00000193284	C8YR32	0
ENSMUST00000143949	B2RWS6	1
ENSMUST00000195553	Q69ZR2	0
ENSMUST00000195921	H7BWZ9	0
ENSMUST00000195518	B2RWS6	1
ENSMUST00000180904	B2RWS6	1
ENSMUST00000164804	P45481	1
ENSMUST00000192432	E9Q8T1	0
ENSMUST00000199606	B2RWS6	1
ENSMUST00000168137	Q8K4L3	0
ENSMUST00000196510	V9GX23	0
ENSMUST00000235451	Q9QYC1-2	0
ENSMUST00000126086	P45481	1
ENSMUST00000138379	F7A4A7-2	0
ENSMUST00000195723	Q80T79-1	0
ENSMUST00000206001	Q01705	1
ENSMUST00000149452	Q09XV5	1
ENSMUST00000228061	F6XPZ0	0
ENSMUST00000205735	B2RWS6	1
ENSMUST00000200747	Q01705	1
ENSMUST00000201536	Q3UHQ6	0
ENSMUST00000159953	Q09XV5	1
ENSMUST00000198856	P45481	1
ENSMUST00000192003	Q6KCD5-2	0
ENSMUST00000211181	Q09XV5	1
ENSMUST00000204286	Q811P8	0
ENSMUST00000187941	Q09XV5	1
ENSMUST00000202881	B2RWS6	1
ENSMUST00000220000	Q8K4L3	0
ENSMUST00000206063	E9Q7P2	0
ENSMUST00000168140	B2RWS6	1
ENSMUST00000197227	P45481	1
ENSMUST00000098305	E9QKK1	0
ENSMUST00000197639	Q8BZN6-2	0
ENSMUST00000198417	Q09XV5	1
ENSMUST00000125538	B2RWS6	1
ENSMUST00000201707	Q9ESD7	0
ENSMUST00000207963	Q8CE72	0
ENSMUST00000164379	A2AIR7	0
ENSMUST00000238384	F8VPM9	0
ENSMUST00000202338	B2RWS6	1
ENSMUST00000206678	Q6ZQ93-2	0
ENSMUST00000127849	Q01705	1
ENSMUST00000193623	Q9JKK8	0
ENSMUST00000220915	Q9WTS5	0
ENSMUST00000181876	E9QL53	0
ENSMUST00000193542	P60330	0
ENSMUST00000181958	P45481	1
ENSMUST00000181070	Q80U35	0
ENSMUST00000197163	Q99MY8	0
ENSMUST00000186234	B7FAV1	0
ENSMUST00000132389	B2RWS6	1
ENSMUST00000195992	Q01705	1
ENSMUST00000208830	Q4VA61	0
ENSMUST00000210717	P45481	1
ENSMUST00000195908	Q3UHR0	0
ENSMUST00000153726	B2RWS6	1
ENSMUST00000193926	B2RWS6	1
ENSMUST00000190732	Q6ZQ93-3	0
ENSMUST00000148064	Q09XV5	1
ENSMUST00000197060	P45481	1
ENSMUST00000199042	P45481	1
ENSMUST00000212304	P45481	1
ENSMUST00000214047	Q80U35	0
ENSMUST00000130582	B2RWS6	1
ENSMUST00000161643	B2RWS6	1
ENSMUST00000207606	Q70FJ1	0
ENSMUST00000225567	E9Q9V3	0
ENSMUST00000223301	Q3TLH4	0
ENSMUST00000187121	Q01705	1
ENSMUST00000156882	Q09XV5	1
ENSMUST00000193946	B2RWS6	1
ENSMUST00000189942	Q01705	1
ENSMUST00000180958	Q09XV5	0
ENSMUST00000197326	Q01705	1
ENSMUST00000162724	B2RWS6	1
ENSMUST00000181803	Q09XV5	1
ENSMUST00000182109	P45481	1
ENSMUST00000174283	B2RWS6	1
ENSMUST00000181100	B7FAU9	0
ENSMUST00000191641	E9PUM4	0
ENSMUST00000180441	Q01705	1
ENSMUST00000239444	Q9JL19	0
ENSMUST00000203778	P45481	1
ENSMUST00000142833	Q09XV5	1
ENSMUST00000188014	P45481	0
ENSMUST00000196087	B2RWS6	1
ENSMUST00000161395	B2RWS6	1
ENSMUST00000149865	E9Q557	0
ENSMUST00000197932	B7FAU9	0
ENSMUST00000211181	B2RWS6	1
ENSMUST00000140833	A2AJK6	1
ENSMUST00000192592	Q70FJ1	0
ENSMUST00000146744	Q09XV5	1
ENSMUST00000180594	Q09XV5	1
ENSMUST00000212647	P11881	0
ENSMUST00000198717	Q80T79	0
ENSMUST00000180797	Q9QYC1	0
ENSMUST00000199168	B2RWS6	1
ENSMUST00000130373	E9PUM4	0
ENSMUST00000192105	B2RWS6	1
ENSMUST00000231918	Q3TLH4	0
ENSMUST00000212669	P45481	1
ENSMUST00000207061	E9Q7G0	0
ENSMUST00000195473	Q4VA61	0
ENSMUST00000145652	Q01705	1
ENSMUST00000188976	A0A087WQT9	0
ENSMUST00000195864	P45481	0
ENSMUST00000185169	Q01705	1
ENSMUST00000212623	Q61982	0
ENSMUST00000228061	Q91ZI0	0
ENSMUST00000159138	Q09XV5	1
ENSMUST00000160950	Q01705	1
ENSMUST00000194744	Q5DU37	0
ENSMUST00000199995	B2RWS6	1
ENSMUST00000208889	E9Q7P2	0
ENSMUST00000224038	Q6DFZ2	0
ENSMUST00000137153	Q8BV79	0
ENSMUST00000193939	Q01705	1
ENSMUST00000097750	Q09XV5	1
ENSMUST00000199071	B2RWS6	1
ENSMUST00000203660	E9Q8T1	0
ENSMUST00000180955	E9Q7G0	0
ENSMUST00000212304	S4R2F3	0
ENSMUST00000159138	Q61687	1
ENSMUST00000143266	A0A1D5RLU3	0
ENSMUST00000204330	B7FAV1	0
ENSMUST00000193945	Q09XV5	1
ENSMUST00000098305	Q70FJ1	0
ENSMUST00000134801	Q09XV5	1
ENSMUST00000167578	Q01705	1
ENSMUST00000129876	B2RWS6	1
ENSMUST00000207963	Q09XV5	0
ENSMUST00000124676	P45481	1
