RNA	protein	label
ENSMUST00000224929	D3YUE3	0
ENSMUST00000143595	P20293	1
ENSMUST00000144735	Q60674	1
ENSMUST00000204799	Q04207	1
ENSMUST00000191650	D3YUE1	0
ENSMUST00000123160	Q00322	1
ENSMUST00000166971	P09450	1
ENSMUST00000141575	A0A0R4J169	0
ENSMUST00000123663	Q60520	1
ENSMUST00000159981	P19426	1
ENSMUST00000129701	O70546	1
ENSMUST00000148202	D3YUV9	0
ENSMUST00000199097	Q8CCE9-3	0
ENSMUST00000196330	A0A2I3BPL6	0
ENSMUST00000237647	Q6NZJ6	0
ENSMUST00000149300	Q64287	1
ENSMUST00000162649	P28700	1
ENSMUST00000148981	Q91YE9	0
ENSMUST00000157058	E9Q197	0
ENSMUST00000194281	O08810	0
ENSMUST00000210360	A0A1L1SRI2	0
ENSMUST00000207396	Q9Z2L7	0
ENSMUST00000195831	P28700	1
ENSMUST00000200372	Q61009-2	0
ENSMUST00000146700	Q8C7R7	1
ENSMUST00000187536	Q3V328	0
ENSMUST00000161583	P29037	1
ENSMUST00000178941	Q8VEH6-2	0
ENSMUST00000134992	O08747	0
ENSMUST00000144230	P27577	1
ENSMUST00000139927	B5TVM2	0
ENSMUST00000196532	P15806	1
ENSMUST00000219536	L7N2E9	0
ENSMUST00000091023	O09100	1
ENSMUST00000128274	Q61473	1
ENSMUST00000145924	Q8BZ89	1
ENSMUST00000195807	Q8BPE4	0
ENSMUST00000221538	P58355	0
ENSMUST00000198852	P13346	1
ENSMUST00000190650	L7N1Z4	0
ENSMUST00000179945	P51960	1
ENSMUST00000155217	P42225	1
ENSMUST00000151994	P42230	1
ENSMUST00000149940	P70372	1
ENSMUST00000216590	E9QN85	0
ENSMUST00000210549	P48985	1
ENSMUST00000198883	P25799	1
ENSMUST00000123224	Q9JI76	0
ENSMUST00000201658	G5E8C6	0
ENSMUST00000185379	P28700	1
ENSMUST00000197219	Q6TXD4-2	0
ENSMUST00000224213	Q80U28-9	0
ENSMUST00000197729	Q5NC44	0
ENSMUST00000234854	Q3U1D0-3	0
ENSMUST00000222888	A0A2R8VHC9	0
ENSMUST00000137241	S4R246	0
ENSMUST00000202680	Q80U70	1
ENSMUST00000146985	P42225	1
ENSMUST00000125198	Q6PE87-2	0
ENSMUST00000195709	Q61312	0
ENSMUST00000181306	P42128	1
ENSMUST00000146043	A2AU34	0
ENSMUST00000134236	Q8C4K7	0
ENSMUST00000208415	K7N6U2	0
ENSMUST00000191125	B7ZN39	0
ENSMUST00000213469	A2AC05	0
ENSMUST00000195716	P62915	1
ENSMUST00000156612	Q60980	1
ENSMUST00000098678	Q61550	1
ENSMUST00000189778	A0A0R3P9C7	0
ENSMUST00000214286	H3BIY7	0
ENSMUST00000208797	A0A0G2JE09	0
ENSMUST00000180187	O35185	1
ENSMUST00000130437	E9QN92	0
ENSMUST00000198157	Q64249	1
ENSMUST00000053451	P23336-2	0
ENSMUST00000129963	A0A140LHF7	0
ENSMUST00000195865	Q9CQJ4	1
ENSMUST00000192546	Q3UV55	1
ENSMUST00000218960	Q8VH17	0
ENSMUST00000236272	D3Z764	0
ENSMUST00000136886	Q5NCY0	1
ENSMUST00000231385	Q9Z0P7-2	0
ENSMUST00000140614	Q8K402	0
ENSMUST00000188856	P27577	1
ENSMUST00000134920	P48281	1
ENSMUST00000198232	P52633	1
ENSMUST00000219810	F8WI31	0
ENSMUST00000135564	Q03347	1
ENSMUST00000186836	I1E4X2	0
ENSMUST00000191180	Q8C078-3	0
ENSMUST00000215206	B1AVA4	0
ENSMUST00000194630	Q61164	1
ENSMUST00000209917	P48972	0
ENSMUST00000134099	P51960	1
ENSMUST00000187458	P08046	1
ENSMUST00000188715	P50540	1
ENSMUST00000192164	P09450	1
ENSMUST00000123212	P17433	1
ENSMUST00000211835	O89019-6	0
ENSMUST00000153051	Q6PDQ2	1
ENSMUST00000194503	P01101	1
ENSMUST00000239278	Q9JJ43	0
ENSMUST00000189326	Q61164	1
ENSMUST00000191482	Q61169	1
ENSMUST00000123517	Q5XF90-4	0
ENSMUST00000124108	Q08775	1
ENSMUST00000204153	Q61880	1
ENSMUST00000222758	Q9WUS4	0
ENSMUST00000163106	Q9ERS7	0
ENSMUST00000156362	Q8R516-2	0
ENSMUST00000200139	P09450	1
ENSMUST00000210577	Q03350	0
ENSMUST00000211793	A0A1Y7VM56	0
ENSMUST00000145461	Q9CWR8	0
ENSMUST00000143302	P97503	1
ENSMUST00000204961	Q62431	1
ENSMUST00000210418	Q8CA95	0
ENSMUST00000232135	P19467	0
ENSMUST00000194963	P97503	1
ENSMUST00000130153	D3Z7A9	0
ENSMUST00000187873	Q8CCI5	1
ENSMUST00000210059	Q99NG0	0
ENSMUST00000201035	P01101	1
ENSMUST00000186214	H3BLD2	0
ENSMUST00000217707	Q60990	0
ENSMUST00000202607	P22605	1
ENSMUST00000205235	E9Q743	0
ENSMUST00000189356	B7ZMP1-2	0
ENSMUST00000187561	Q8BFS8	0
ENSMUST00000199211	Q61550	1
ENSMUST00000180932	E9Q6R1	0
ENSMUST00000191917	P49698	1
ENSMUST00000238529	D3Z592	0
ENSMUST00000197729	E9Q6Y0	0
ENSMUST00000152264	P41183	1
ENSMUST00000217207	Q6GQT2	0
ENSMUST00000207374	Q00175	1
ENSMUST00000189365	Q80VA5-2	0
ENSMUST00000058665	E9PV57	0
ENSMUST00000150216	O70273	1
ENSMUST00000208353	P08775	1
ENSMUST00000206255	Q7TSH9	0
ENSMUST00000161274	Q6P9L4	0
ENSMUST00000141559	P10085	1
ENSMUST00000162239	Q60680	0
ENSMUST00000193049	P06879	0
ENSMUST00000208993	O08750	1
ENSMUST00000205212	P01108	1
ENSMUST00000143801	Q8BGS3	1
ENSMUST00000135048	P17679	1
ENSMUST00000222051	Q9D979	0
ENSMUST00000152043	P97436	1
ENSMUST00000147212	B1ATB3	0
ENSMUST00000222891	Q9JIA7	0
ENSMUST00000172178	P26687	1
ENSMUST00000189028	P42230	1
ENSMUST00000201262	Q6NZF1	1
ENSMUST00000219546	P61222	0
ENSMUST00000204264	P97367-3	0
ENSMUST00000149014	P12979	1
ENSMUST00000138291	Q8BY71	0
ENSMUST00000129364	Q01147	1
ENSMUST00000207517	Q5SVX2	0
ENSMUST00000123620	P41183	1
ENSMUST00000225736	F6ZKR0	0
ENSMUST00000138416	A2A517	0
ENSMUST00000126260	A0A1Y7VN75	0
ENSMUST00000198942	Q8C120-4	0
ENSMUST00000174005	B1AUV6	0
ENSMUST00000171902	E0CY08	0
ENSMUST00000224033	F7B5B5	0
ENSMUST00000143133	P17433	1
ENSMUST00000147187	P13346	1
ENSMUST00000192843	Q8BWR4	0
ENSMUST00000146250	Q8VCR7	0
ENSMUST00000173553	G5E8V9-2	0
ENSMUST00000137582	O70343	1
ENSMUST00000150482	Q64131	1
ENSMUST00000213151	Q8C5U4	0
ENSMUST00000199362	Q02067	1
ENSMUST00000145789	P41183	1
ENSMUST00000135144	P48985	1
ENSMUST00000142413	B8JJM6	0
ENSMUST00000206203	Q0KK56-2	0
ENSMUST00000153361	Q9CYI4-2	0
ENSMUST00000196721	Q62318	1
ENSMUST00000181184	P35583	1
ENSMUST00000232257	Q5I043-2	0
ENSMUST00000140185	P10085	1
ENSMUST00000207878	A0A286YD31	0
ENSMUST00000194337	P15066	1
ENSMUST00000230209	Q9JK83	0
ENSMUST00000135873	Q9CWR8	1
ENSMUST00000183203	Q01147	1
ENSMUST00000186048	Q921N8	1
ENSMUST00000149574	A0JNT9	0
ENSMUST00000222755	B1ATS5	0
ENSMUST00000156494	Q8VET6	0
ENSMUST00000079720	Q9JM73	1
ENSMUST00000193815	Q8VDK3	1
ENSMUST00000223477	Q9EQ32-2	0
ENSMUST00000142108	P17433	1
ENSMUST00000162325	P51450	1
ENSMUST00000221719	Q3UYH7	0
ENSMUST00000174738	P51448	1
ENSMUST00000149702	P01108	1
ENSMUST00000186765	P09450	1
ENSMUST00000200412	P15314	1
ENSMUST00000203360	P17433	1
ENSMUST00000188068	Q00175	1
ENSMUST00000224033	Q9WTX2	0
ENSMUST00000193877	Q8BUN5	1
ENSMUST00000193336	Q61550	1
ENSMUST00000204098	Q9D9G7	0
ENSMUST00000131421	Q9Z0Z7	1
ENSMUST00000197239	Q9D259	0
ENSMUST00000187630	Q6PDQ2	1
ENSMUST00000133871	O54943	0
ENSMUST00000193181	Q91ZW3	1
ENSMUST00000193122	Q07802	1
ENSMUST00000193125	Q02780-4	0
ENSMUST00000199713	P51791-2	0
ENSMUST00000217145	Q9D4A5	0
ENSMUST00000210822	Q00322	1
ENSMUST00000130442	P17679	1
ENSMUST00000203771	Q61164	1
ENSMUST00000200700	Q99KW3-2	0
ENSMUST00000142642	P22091	1
ENSMUST00000203191	Q8BGS3	1
ENSMUST00000143551	A0A338P6V9	0
ENSMUST00000156926	Z4YLD0	0
ENSMUST00000146980	Q60884	0
ENSMUST00000124018	P16951	1
ENSMUST00000146546	E9Q4A0	0
ENSMUST00000128240	Q8CJG1	1
ENSMUST00000163081	A0A1L1SSW1	0
ENSMUST00000186724	Q8CE64	0
ENSMUST00000191767	Q6J1H4	1
ENSMUST00000126289	Q80YV2	0
ENSMUST00000203099	Q61188	1
ENSMUST00000069553	Q9CWR8	1
ENSMUST00000209009	Q6J1H4	1
ENSMUST00000189643	Q6ZQ03	0
ENSMUST00000209412	Q9D3R9	1
ENSMUST00000192618	P42230	1
ENSMUST00000197247	Q01147	1
ENSMUST00000181882	P97474	1
ENSMUST00000129337	A2AE18	0
ENSMUST00000136927	Q8BUL5	0
ENSMUST00000132690	P08152	1
ENSMUST00000190690	P63058	1
ENSMUST00000194390	Q91Y44	1
ENSMUST00000138427	Q61169	1
ENSMUST00000197532	Q99M96-6	0
ENSMUST00000188315	Q9Z1L4	0
ENSMUST00000218657	P56959	1
ENSMUST00000193295	Q8BIY3	0
ENSMUST00000190311	P15037	1
ENSMUST00000208425	Q7TPV2-3	0
ENSMUST00000151820	P51960	1
ENSMUST00000195463	Q9EQZ6	0
ENSMUST00000123278	Q62232	1
ENSMUST00000143025	P53566	1
ENSMUST00000140044	F2Z3Y6	0
ENSMUST00000149741	Q61191	1
ENSMUST00000191482	Q62318	1
ENSMUST00000207190	E9PYQ9	0
ENSMUST00000180579	Q61481-5	0
ENSMUST00000131297	Q03347	1
ENSMUST00000206189	F6QHK0	0
ENSMUST00000135468	E9Q453	0
ENSMUST00000156020	Q9WUA5	0
ENSMUST00000205396	P70284	1
ENSMUST00000130872	Q8VDK3	1
ENSMUST00000202683	P34056	1
ENSMUST00000145751	Q3TXX4	0
ENSMUST00000129460	E9PX95	0
ENSMUST00000047607	P15806	1
ENSMUST00000190947	P70353	1
ENSMUST00000196313	P17433	1
ENSMUST00000153344	Q01147	1
ENSMUST00000186556	P17679	1
ENSMUST00000203903	P42227	1
ENSMUST00000156609	B3F5L5	0
ENSMUST00000197120	Q60821	1
ENSMUST00000148244	Q6P1E1	1
ENSMUST00000148082	P08152	1
ENSMUST00000199268	P35583	1
ENSMUST00000181484	D3YVM9	0
ENSMUST00000220387	A2CG49-4	0
ENSMUST00000187247	A0A494B939	0
ENSMUST00000154409	Q9R1S0	0
ENSMUST00000228742	O88853	0
ENSMUST00000212135	A0A668KLU2	0
ENSMUST00000198729	P37242	1
ENSMUST00000210822	O70343	1
ENSMUST00000238513	A0A1W2P7C7	0
ENSMUST00000148576	P52633	1
ENSMUST00000132130	B7ZMQ0	0
ENSMUST00000141149	Q8VIJ6	1
ENSMUST00000183838	P62915	1
ENSMUST00000180474	O35615	0
ENSMUST00000170103	Q06831	1
ENSMUST00000176050	Q69ZA1-2	0
ENSMUST00000140556	Q60520	1
ENSMUST00000171098	P42232	1
ENSMUST00000222401	Q9EQR3-3	0
ENSMUST00000181192	P20444	0
ENSMUST00000139752	P46684	1
ENSMUST00000144095	Q8BUN5	1
ENSMUST00000223024	O88495	0
ENSMUST00000123210	P62915	1
ENSMUST00000231338	P04228	0
ENSMUST00000185590	Q61666-2	0
ENSMUST00000140412	Q80VP2	0
ENSMUST00000189381	Q3UV55	1
ENSMUST00000210747	Q08509	0
ENSMUST00000189326	P17433	1
ENSMUST00000137582	P23204	1
ENSMUST00000141926	Q9CWR8	1
ENSMUST00000231678	Q91XY9	0
ENSMUST00000137373	P34056	1
ENSMUST00000197153	F6UPM1	0
ENSMUST00000136400	Q9R210	0
ENSMUST00000207352	Q9Z148	1
ENSMUST00000239205	Q9JKA3	0
ENSMUST00000122365	P48985	1
ENSMUST00000188565	Q9JKX6	0
ENSMUST00000181112	Q4ZJN1	0
ENSMUST00000203259	O35906	1
ENSMUST00000146915	Q3TP51	0
ENSMUST00000203549	P42230	1
ENSMUST00000129410	P53349	0
ENSMUST00000188138	Q9CW03	1
ENSMUST00000208416	Q03347	1
ENSMUST00000184260	P37242	1
ENSMUST00000155531	P50220	1
ENSMUST00000192297	P22091	1
ENSMUST00000181727	Q60980	1
ENSMUST00000145894	P29037	1
ENSMUST00000161136	O08691	0
ENSMUST00000183031	P70255	1
ENSMUST00000155900	P41183	1
ENSMUST00000238058	A0A087WNW8	0
ENSMUST00000180592	E9Q7K7	0
ENSMUST00000142165	D3Z3U7	0
ENSMUST00000196083	Q11131	0
ENSMUST00000190033	A0A2I3BR20	0
ENSMUST00000142322	Q60634-3	0
ENSMUST00000204153	P20293	1
ENSMUST00000191784	P52633	1
ENSMUST00000145085	Q61550	1
ENSMUST00000175729	Q6P1E1	1
ENSMUST00000140978	P54728	1
ENSMUST00000159142	Q8C788	0
ENSMUST00000195865	P49698	1
ENSMUST00000209367	Q11131	0
ENSMUST00000139973	Q9CWR8	1
ENSMUST00000153879	A0A0N4SV67	0
ENSMUST00000161723	Q62318	1
ENSMUST00000204837	Q60821	1
ENSMUST00000135180	Q3U481	0
ENSMUST00000224552	D3YYT0	0
ENSMUST00000206736	P53566	1
ENSMUST00000198497	P28033	1
ENSMUST00000203570	P49698	1
ENSMUST00000142828	Q9Z0G0	0
ENSMUST00000208780	P00329	0
ENSMUST00000181563	P13346	1
ENSMUST00000190930	Q61473	1
ENSMUST00000209234	Q8BFU3	0
ENSMUST00000218569	O88448	0
ENSMUST00000190693	O70273	1
ENSMUST00000162027	P19091	1
ENSMUST00000232174	Q8BNL5	0
ENSMUST00000186387	Q9QYC0-2	0
ENSMUST00000143291	Q61069	1
ENSMUST00000153057	Q62315	0
ENSMUST00000125494	P50220	1
ENSMUST00000206387	Q9D3A8	0
ENSMUST00000218358	Q8R4G0-7	0
ENSMUST00000150388	P70284	1
ENSMUST00000149463	Q99P65	0
ENSMUST00000208181	A0A0G2JDK7	0
ENSMUST00000138539	P11416	1
ENSMUST00000180899	A0A286YCL6	0
ENSMUST00000194420	Q05BH3	0
ENSMUST00000129908	G3UW59	0
ENSMUST00000187018	Q7TS32	0
ENSMUST00000151851	P26323	1
ENSMUST00000181124	P09450	1
ENSMUST00000191526	D3YX27	0
ENSMUST00000178331	A2A9T0	0
ENSMUST00000187913	Q811J3	0
ENSMUST00000153352	P46684	1
ENSMUST00000220385	Q2VWQ2	0
ENSMUST00000173847	Q99MA9	1
ENSMUST00000204220	P97474	1
ENSMUST00000114854	P70255	1
ENSMUST00000125654	Q00322	1
ENSMUST00000123613	Q91Y44	1
ENSMUST00000139612	Q9CU62	1
ENSMUST00000191447	Q8CGM1-3	0
ENSMUST00000221315	Q9D415-6	0
ENSMUST00000218869	F6TFC9	0
ENSMUST00000146366	P46684	1
ENSMUST00000143645	P97474	1
ENSMUST00000149413	Q5SS80	0
ENSMUST00000237574	A0A5H1ZRL0	0
ENSMUST00000182727	Q61550	1
ENSMUST00000068194	Q00420-3	0
ENSMUST00000236639	Q3V0I8	0
ENSMUST00000147412	P17679	1
ENSMUST00000187227	Q8BH53-2	0
ENSMUST00000156925	P37242	1
ENSMUST00000215216	Q8CE47	0
ENSMUST00000194417	A0A1B0GSA2	0
ENSMUST00000060946	P26323	1
ENSMUST00000198978	Q99MA9	1
ENSMUST00000226397	P35487	0
ENSMUST00000140569	Q3U2E2	0
ENSMUST00000181385	P28033	1
ENSMUST00000180719	Q9JKD8	1
ENSMUST00000207652	O89110	0
ENSMUST00000133139	A0A0N4SVV2	0
ENSMUST00000189293	Q60821	1
ENSMUST00000218189	Q5UAK0-1	0
ENSMUST00000217147	P81270-3	0
ENSMUST00000143967	Q9D976	0
ENSMUST00000194485	Q8BMD6-2	0
ENSMUST00000170214	Q64287	1
ENSMUST00000150514	Q8R000	0
ENSMUST00000185486	P46684	1
ENSMUST00000132849	Q6NSU3	0
ENSMUST00000124363	A0A1B0GSY5	0
ENSMUST00000200494	P48755	1
ENSMUST00000142533	Q402B2	0
ENSMUST00000211673	A0A0R4J2C6	0
ENSMUST00000161006	P51960	1
ENSMUST00000187002	Q9EQH4-2	0
ENSMUST00000159273	P42128	1
ENSMUST00000213828	Q4ZGD8	0
ENSMUST00000183642	Q3V492	0
ENSMUST00000142520	E9Q1M5	0
ENSMUST00000197269	P46684	1
ENSMUST00000138795	P25916	1
ENSMUST00000199522	P0DPB4	0
ENSMUST00000239334	A0A571BEB1	0
ENSMUST00000236086	A2A545	0
ENSMUST00000134971	Q6P9Q6	0
ENSMUST00000226403	Q8BUJ9-2	0
ENSMUST00000187366	P52633	1
ENSMUST00000238679	P27048	0
ENSMUST00000228273	P63011	0
ENSMUST00000142777	A0A0A6YXV2	0
ENSMUST00000187266	A0A087WSG5	0
ENSMUST00000145985	P20263	1
ENSMUST00000238087	G3X8Y1	0
ENSMUST00000128017	E9PXN3	0
ENSMUST00000171429	Q8VIG1	1
ENSMUST00000162837	Q91VL8	1
ENSMUST00000132759	P19785	1
ENSMUST00000174738	Q06831	1
ENSMUST00000087588	Q7TQX4	0
ENSMUST00000148136	P51448	1
ENSMUST00000200324	P37238	1
ENSMUST00000211401	Q61646	0
ENSMUST00000231957	Q8CG03	0
ENSMUST00000197756	Q64249	1
ENSMUST00000047607	Q08775	1
ENSMUST00000206742	A0A0R4J100	0
ENSMUST00000231385	D3Z566	0
ENSMUST00000143135	Q6PDQ2	1
ENSMUST00000208082	A0A1W2P6Z9	0
ENSMUST00000125653	Q64131	1
ENSMUST00000208578	O70273	1
ENSMUST00000204678	P42230	1
ENSMUST00000239180	S4R213	0
ENSMUST00000189857	Q6J1H4	1
ENSMUST00000198000	Q06507	1
ENSMUST00000197854	A0A0A6YWM5	0
ENSMUST00000209120	P09450	1
ENSMUST00000124489	Q60520	1
ENSMUST00000181575	A2A9I7	1
ENSMUST00000129337	Q5U5Q9	0
ENSMUST00000222324	Q501P1	0
ENSMUST00000183450	H7BXC1	0
ENSMUST00000201872	P97503	1
ENSMUST00000194642	Q60520	1
ENSMUST00000186605	A0A1W2P855	0
ENSMUST00000226449	A2APN2	0
ENSMUST00000221835	Q8CHQ0	0
ENSMUST00000206785	Q8VHK9	0
ENSMUST00000187551	P50540	1
ENSMUST00000131630	A0A1B0GS21	0
ENSMUST00000220757	Q8C2Y5	0
ENSMUST00000178540	Q61501	1
ENSMUST00000181050	Q3V0B4	0
ENSMUST00000141710	Q03347	1
ENSMUST00000232436	S4R1M9	0
ENSMUST00000181685	P41183	1
ENSMUST00000234289	Q9WTI7-2	0
ENSMUST00000214629	Q9D7G9	0
ENSMUST00000202212	Q5SSG5	0
ENSMUST00000232564	B7ZCP3	0
ENSMUST00000136923	Q5NCY0	1
ENSMUST00000147212	P70326	1
ENSMUST00000205253	P12979	1
ENSMUST00000172526	Q61473	1
ENSMUST00000185281	Q8BLE2	0
ENSMUST00000179462	E9Q2M5	0
ENSMUST00000129407	Q99ME7	1
ENSMUST00000204618	P24063	0
ENSMUST00000129275	Q62383	1
ENSMUST00000126672	P38060	0
ENSMUST00000149873	Q6NZF1	1
ENSMUST00000200982	Q60954	1
ENSMUST00000192693	P59672	0
ENSMUST00000152342	P70353	1
ENSMUST00000129102	P15066	1
ENSMUST00000204081	G3X9W3	0
ENSMUST00000183759	Q8CCJ9	0
ENSMUST00000186027	Q8C2Q8	0
ENSMUST00000237890	F8WJD6	0
ENSMUST00000133698	A0A0N4SVE4	0
ENSMUST00000227732	A0A5F8MPR3	0
ENSMUST00000156477	E9QA45	0
ENSMUST00000220067	A2BFZ7	0
ENSMUST00000193728	P28033	1
ENSMUST00000181820	Q9CWR8	1
ENSMUST00000189386	P43241	1
ENSMUST00000166038	Q6J1H4	1
ENSMUST00000208629	Q99ML4	0
ENSMUST00000189555	P35583	1
ENSMUST00000190299	Q8K3F2	0
ENSMUST00000186347	P38060	0
ENSMUST00000191272	P70314	1
ENSMUST00000200602	Q64705	1
ENSMUST00000206250	Q99N48-3	0
ENSMUST00000227190	B1AWL5	0
ENSMUST00000236997	A0A0G2JEJ0	0
ENSMUST00000187067	Q01147	1
ENSMUST00000159595	F8WGE0	0
ENSMUST00000139791	Q91ZW3	1
ENSMUST00000139500	E9Q7A5	0
ENSMUST00000122988	A2AIW0-5	0
ENSMUST00000196806	P70697	0
ENSMUST00000180923	P06537	1
ENSMUST00000124513	Q9Z2D8	1
ENSMUST00000134397	Q9CWR8	1
ENSMUST00000228551	D3YY23	0
ENSMUST00000209655	Q04742	0
ENSMUST00000210285	Q9D771	0
ENSMUST00000204503	Q3UHE1	0
ENSMUST00000235402	D3YUK0	0
ENSMUST00000191856	A2A6J0	0
ENSMUST00000204298	P22091	1
ENSMUST00000187838	P11416	1
ENSMUST00000151282	Q99LL5	1
ENSMUST00000219852	P26361-3	0
ENSMUST00000197839	P51448	1
ENSMUST00000128815	S4R2H5	0
ENSMUST00000200879	Q9CWR8	1
ENSMUST00000204933	P02340	1
ENSMUST00000205150	Q61037	0
ENSMUST00000125204	P05627	1
ENSMUST00000189056	Q02105	0
ENSMUST00000123210	P81270	1
ENSMUST00000188271	Q06831	1
ENSMUST00000201604	P48432	1
ENSMUST00000218099	E9Q8W2	0
ENSMUST00000201477	Q8C7R7	1
ENSMUST00000047607	P51448	1
ENSMUST00000230540	Q3UB58	0
ENSMUST00000124513	G5E8Z9	0
ENSMUST00000194474	Q8VDK3	1
ENSMUST00000195056	O09127	0
ENSMUST00000163795	Q8BFU3-4	0
ENSMUST00000140307	Q9QZ06	0
ENSMUST00000089083	F6X2K7	0
ENSMUST00000152787	P19785	1
ENSMUST00000133244	P70284	1
ENSMUST00000142353	A0A2R8W6R6	0
ENSMUST00000210869	S4R1F6	0
ENSMUST00000189953	O09100	1
ENSMUST00000209274	Q7TRA6	0
ENSMUST00000199434	Q9CU62	1
ENSMUST00000165464	A2BH01	0
ENSMUST00000128017	P49282	0
ENSMUST00000187067	Q61550	1
ENSMUST00000190941	O09106	1
ENSMUST00000180676	E9PWK1	0
ENSMUST00000218017	G3UZF4	0
ENSMUST00000232301	Q8VC52	0
ENSMUST00000195294	P28700	1
ENSMUST00000195709	Q9CQJ4	1
ENSMUST00000197294	P70326	1
ENSMUST00000181773	Q60954	1
ENSMUST00000205858	P43029-2	0
ENSMUST00000130416	Q9ES03	1
ENSMUST00000145790	P08775	1
ENSMUST00000152043	Q99LL5	1
ENSMUST00000226673	S4R2D3	0
ENSMUST00000186843	P01108	1
ENSMUST00000139851	Q8BQS4	0
ENSMUST00000129559	P15806	1
ENSMUST00000221610	A0A0R4J2B9	0
ENSMUST00000181474	P53566	1
ENSMUST00000144990	Q9CW03	1
ENSMUST00000150265	Q99LL5	1
ENSMUST00000213455	Q9QYS9	1
ENSMUST00000188118	Q8VDK3	1
ENSMUST00000185602	Q5XG73-2	0
ENSMUST00000141926	Q64705	1
ENSMUST00000192583	Q3TXR6	0
ENSMUST00000214999	G5E872	0
ENSMUST00000131457	P08775	1
ENSMUST00000186189	P28033	1
ENSMUST00000144783	Q80U28-12	0
ENSMUST00000134649	P42230	1
ENSMUST00000174568	P70255	1
ENSMUST00000204275	P49698	1
ENSMUST00000197852	A0A1W2P876	0
ENSMUST00000238058	F2Z3Y6	0
ENSMUST00000205669	G3X9N4	0
ENSMUST00000143525	Q3TKT4	1
ENSMUST00000172793	Q91VL8	1
ENSMUST00000155877	O70546	1
ENSMUST00000155836	Q8K5C0	1
ENSMUST00000125095	Q3TKT4	1
ENSMUST00000167704	P82198	0
ENSMUST00000190412	J3QK13	0
ENSMUST00000204352	P21761	0
ENSMUST00000136015	D6RH89	0
ENSMUST00000149515	P12979	1
ENSMUST00000201750	P11416	1
ENSMUST00000187002	Q60990	0
ENSMUST00000225277	Q3UN70	0
ENSMUST00000152867	E9Q9S2	0
ENSMUST00000133644	Q6J1H4	1
ENSMUST00000210223	A2BG76	0
ENSMUST00000130153	Q8BGH4	0
ENSMUST00000190783	P28700	1
ENSMUST00000205099	F6WMJ3	0
ENSMUST00000134688	A0A0R4J1F8	0
ENSMUST00000187880	Q99JB6	1
ENSMUST00000191704	Q9D5K4-5	0
ENSMUST00000135990	O70546	1
ENSMUST00000125577	Q8BM47-2	0
ENSMUST00000200507	Q8C0Y0-2	0
ENSMUST00000131640	P34971	0
ENSMUST00000139835	P28700	1
ENSMUST00000211772	Q9D9P2	0
ENSMUST00000122851	P42230	1
ENSMUST00000195139	Q504N0	0
ENSMUST00000227068	D6RDC2	0
ENSMUST00000206035	P54728	1
ENSMUST00000185216	G3UYY9	0
ENSMUST00000206318	Q9Z139	0
ENSMUST00000224041	P59941	1
ENSMUST00000139822	O35185	1
ENSMUST00000227105	A0A2K6EDJ7	0
ENSMUST00000181685	O35493-2	0
ENSMUST00000204426	E9Q6Q8	0
ENSMUST00000153718	Q61164	1
ENSMUST00000185414	Q99ME7	1
ENSMUST00000129058	Q61286	1
ENSMUST00000213800	A0A1D5RMF7	0
ENSMUST00000199072	Q6PDQ2	1
ENSMUST00000148522	P35582	1
ENSMUST00000130872	Q07802	1
ENSMUST00000174690	P22605	1
ENSMUST00000233429	B1AY13-2	0
ENSMUST00000143652	P08775	1
ENSMUST00000196146	Q04887	1
ENSMUST00000195675	Q8K023-2	0
ENSMUST00000235362	Q8BLG0-2	0
ENSMUST00000124489	Q9JHD2	1
ENSMUST00000181466	P97503	1
ENSMUST00000209894	A0A1W2P7F1	0
ENSMUST00000181672	Q3TR21	0
ENSMUST00000154673	P17679	1
ENSMUST00000181563	P48281	1
ENSMUST00000138702	Q60611	1
ENSMUST00000188188	P54103	1
ENSMUST00000152230	P11416	1
ENSMUST00000186216	E9QQ29	0
ENSMUST00000224796	Q8K4Z3	0
ENSMUST00000181142	P19785	1
ENSMUST00000132657	Q8C7R7	1
ENSMUST00000218104	Q61907-2	0
ENSMUST00000185992	Q9Z0Z7	1
ENSMUST00000021378	P97952	0
ENSMUST00000130022	P42225	1
ENSMUST00000210408	P06537	1
ENSMUST00000180469	Q61473	1
ENSMUST00000196120	P53566	1
ENSMUST00000187697	Q9ERH4	0
ENSMUST00000175796	Q08369	1
ENSMUST00000124376	Q9D5K4-3	0
ENSMUST00000136542	A0A668KLU2	0
ENSMUST00000195279	P01108	1
ENSMUST00000173249	P15314	1
ENSMUST00000227525	E9PXF8-2	0
ENSMUST00000188349	O35936	0
ENSMUST00000186027	F2Z3V9	0
ENSMUST00000128263	Q80U70	1
ENSMUST00000147622	Q924L1-3	0
ENSMUST00000150203	Q8C7R7	1
ENSMUST00000148700	B1AUF1	0
ENSMUST00000192600	Q9DCM2	0
ENSMUST00000177351	Q9CQC8	0
ENSMUST00000196200	Q8R0K9	1
ENSMUST00000127284	Q9WTU3-2	0
ENSMUST00000130055	O35185	1
ENSMUST00000183323	P70365	1
ENSMUST00000186143	P43241	1
ENSMUST00000214371	A0A1B0GRB5	0
ENSMUST00000161579	P48432	1
ENSMUST00000206972	V9GWT0	0
ENSMUST00000060246	A0A0X1KG63	0
ENSMUST00000122813	P97822	0
ENSMUST00000199268	Q61191	1
ENSMUST00000139704	Q9CW03	1
